column_name,value
category,"['Migi & Dali - Tập 2', 'Blue Period - Tập 04', 'Black Jack - Tập 12', 'Cô Bạn Tôi Thầm Thích Lại Quên Mang Kính Rồi - Tập 6', 'Lập Trình', 'Muôn Kiếp Nhân Sinh (Bìa Cứng)', 'Đạo đức - Kỹ năng sống', 'Sách Thai Giáo', 'Ngược Dòng Tiền Kiếp', 'Sách Đường Xưa Mây Trắng - Theo Gót Chân Bụt (Tái bản năm 2020) (Bìa mềm/ Câu Chuyện Thú Vị Về Bụt/ Tặng Kèm Bookmark)', 'Truyện ngắn - Tản văn - Tạp Văn', 'Cô Bạn Tôi Thầm Thích Lại Quên Mang Kính Rồi - Tập 1 [Tặng Kèm Standee Ivory]', 'Tô màu - Luyện chữ  ', 'Ngôi Sao Vườn Nữ Sinh - Tập 2', 'Birdmen Tập 13 [Tặng Kèm Postcard]', 'One Piece Color Walk TIGER - Tuyển tập tranh Eiichiro Oda - Tập 9', 'Muôn Kiếp Nhân Sinh (Khổ Nhỏ)', 'Sách Marketing - Bán hàng ', 'Sách nghệ thuật sống đẹp', 'Kiến Thức Bách Khoa', 'Tạp chí Forbes Việt Nam - Số 112 (Tháng 12.2022) - 100 Công ty nộp thuế lớn nhất', 'Pokémon - Cuộc Phiêu Lưu Của Pippi B.W (Black.White) - Tập 2', 'Hệ Miễn Dịch: Khám Phá Cơ Chế Tự Phòng Chữa Bệnh Của Cơ Thể Người', 'Những Chàng Trai Ở Lộc Phong Quán – Tập 11', 'Tâm Sáng Dung Mạo Sáng', 'Truyện trinh thám', 'Sách tư duy - Kỹ năng sống', 'Nước Ép Trị Liệu Và Chế Độ Ăn Theo Phương Pháp Cơ Thể Tự Chữa Lành', 'Sách doanh nhân', 'Bài học kinh doanh', 'Komi - Nữ Thần Sợ Giao Tiếp - Tập 13', 'Tokyo Revengers - Tập 3', 'Phóng sự - Ký sự - Bút ký', 'Ninja Rantaro - Tập 65', 'Dưới Hiên Nhà Bà Già Đọc Boyslove - 1', 'Bá Tước Tiểu Thư - Tập 6', 'Truyện Giả tưởng - Huyền Bí - Phiêu Lưu', 'Sách tham khảo cấp III', 'Black Jack - Tập 14 (Bìa Cứng)', 'Shaman King - Tập 19', 'Ăn Theo Nhóm Máu', 'Komi - Nữ Thần Sợ Giao Tiếp Tập 15', 'Kingdom - Tập 39', 'Lĩnh vực khác', 'Sách Địa Danh - Du Lịch', 'Thám tử lừng danh Conan Tập 99', 'Đọc Hiểu Kết Quả Xét Nghiệm Máu  (Tái Bản)', 'Kinh Địa Tạng', 'Ayurveda Phương Pháp Y Thuật Cổ Truyền Ấn Độ Hơn 5000 Tuổi', 'Muôn Kiếp Nhân Sinh 2 (Khổ Nhỏ)', 'Thiền - Osho (Tái Bản)', 'Shaman King - Tập 22', 'Cơ Thể Tự Chữa Lành: Nước Ép Cần Tây', 'Tin Học Văn Phòng', 'Truyện kinh dị', 'Mỹ Vị Hầm Ngục - 4', 'Du ký', 'Gửi em, người bất tử - Tập 13', 'Mob Psycho 100: REIGEN ~ Ngoại Cảm Sư Linh Cấp Max 131 ~ [Tặng Kèm Bookmark PVC]', '666 Satan Tập 4 [Tặng Kèm Bookmark Nhân Vật]', 'Truyện tranh Ehon', 'Vua Sáng Chế - Tập 21', 'Combo 2 Cuốn: Muôn Kiếp Nhân Sinh + Muôn Kiếp Nhân Sinh 2 (Bìa Mềm)', 'Tiểu sử - Hồi ký', 'Gửi Em, Người Bất Tử - Tập 3 (Tái Bản 2022)', 'Ajin - Boxset Số 2 (Tập 7 - 12) - Tặng Kèm Bookmark 3D', 'Thiền Sư Và Em Bé 5 Tuổi', '“Đức Phật” nơi công sở (Truyện tranh)', 'Anh Em Phi Hành Gia - Tập 32', 'Bá Tước Tiểu Thư - Tập 5', 'Bí Mật Dinh Dưỡng Cho Sức Khỏe Toàn Diện', 'Gửi em, người bất tử - Tập 12', 'Sách Hôn Nhân - Giới Tính', 'Kingdom - Tập 38', 'Thực Hành Thiền Định', 'Chàng Metalhead Nhà Bên (Truyện tranh)', 'Cơ Thể Tự Chữa Lành: Giải Cứu Gan', 'Sách Tô Màu Dành Cho Người Lớn', 'Dragon Quest - Dấu Ấn Roto (Dragon Quest Saga Emblem Of Roto) Perfect Edition Tập 12 [Tặng Kèm Bookmark PVC]', 'Muôn Kiếp Nhân Sinh 2 (Bìa Cứng)', 'Văn học thiếu nhi', 'Blue Period - Tập 06', 'Shaman King - Tập 21', 'Atlas Giải Phẫu Cơ Thể Người', 'Raw Vegan – Sức Mạnh Chữa Lành Của Thực Vật (Tặng kèm bookmark)', 'Sách kinh tế học', 'Dragon Ball Full Color - Phần Năm: Truy Lùng Cell Bọ Hung - Tập 5', 'Luật - Văn Bản Luật', 'Spy X Family Tiểu Thuyết - Bức Chân Dung Gia Đình', 'Sách Học Tiếng Hàn', 'Hành Trình Về Phương Đông (Bìa Cứng)(Tái Bản)', 'Migi & Dali - Tập 7', 'Black Jack Tập 15 (Bìa Cứng)', 'YOGA NÂNG CAO - Chạm tới giới hạn bản thân', 'Sự Trung Thực Của Xác Chết – Ghi Chép Của Một Nhà Pháp Y', 'Trở Về Từ Xứ Tuyết (Tái Bản)', '3x3 Eyes - Cô Bé Ba Mắt - Tập 02', 'Lớp Học Rùng Rợn - Tập 2', 'Thám Tử Lừng Danh Conan - Tập 100 - Bìa Gập - Tặng Kèm Postcard Vuông Conan 100', 'Anh em phi hành gia - Tập 35', 'Tiểu Thuyết', 'Migi & Dali Tập 3', 'GIẬN (TBL22)', 'ĐƯỜNG XƯA MÂY TRẮNG BÌA MỀM', 'Nhóc Miko! Cô Bé Nhí Nhảnh 35', 'Hành Trình Của Linh Hồn (Tái Bản 2020)', 'Muốn An Được An (Tái bản 2021)', 'Tanaka Lúc Nào Cũng Vật Vờ Tập 6 [Tặng Kèm Photo Strip]', 'Hai Ta Trên Đường Kẻ Cuộc Đời', 'Gửi Em, Người Bất Tử - Tập 11 (Tái Bản 2022)', 'Sách Làm Đẹp', 'Kaguya-Sama: Cuộc Chiến Tỏ Tình - Tập 2', 'Người bà tài giỏi vùng Saga – Tập 9', 'Lưu Thông Máu Tốt Hóa Giải Bách Bệnh', 'Blue Flag - Tập 3', 'Gửi Em, Người Bất Tử - Tập 16', 'Tiểu Thuyết One Piece Film RED [Tặng Kèm Bìa Áo Và Poster Gập Sẵn Bên Trong]', 'Dragon Quest - Dấu Ấn Roto (Dragon Quest Saga Emblem Of Roto) Perfect Edition - Tập 11', 'Doraemon Movie Story: Tân Nobita Và Chuyến Phiêu Lưu Vào Xứ Quỷ - 7 Dũng Sĩ Phép Thuật', 'Truyện kể cho bé', 'Yu-Gi-Oh! Gx Tập 3: Vòng Bảng Kết Thúc!! [Tặng Kèm Bookmark PVC]', 'Gửi Em, Người Bất Tử - Tập 8 (Tái Bản 2022)', 'Lịch Sử Thế Giới', 'Doraemon Movie Story: Nobita Và Cuộc Đại Thủy Chiến Sở Xứ Sở Người Cá (Tái Bản 2022)', 'Sách Học Tiếng Anh', 'Sách quản trị nhân lực', 'Dragon Quest - Dấu ấn Roto (Dragon Quest Saga Emblem of Roto) Perfect Edition - Tập 11 - Tặng Kèm Bookmark PVC', 'Ikigami - The Ultimate Limit - Tuyển Tập Những Câu Chuyện Lay Động Lòng Người - Tập 9', 'Shaman King - Tập 20', 'Vivre Card - Thẻ Dữ Liệu Nhân Vật One Piece Booster Pack - Những Kẻ Thực Thi ""Chính Nghĩa Hắc Ám""! CP9!!', 'One Piece - Tập 98: “Phút Huy Hoàng Của Những Trung Thần”', 'DragonBall - 7 viên ngọc rồng ( 1-42 )', 'Chú Thuật Hồi Chiến -  Tập 5', 'Thị Trấn Vắng Mình Tôi - 6', 'Combo Muôn kiếp nhân sinh 1 (53160) (khổ nhỏ) + Muôn kiếp nhân sinh 2 (54570) (khổ nhỏ)', 'Cô Bạn Tôi Thầm Thích Lại Quên Mang Kính Rồi - Tập 7 - Tặng kèm Standee Ivory', 'Bá Tước Tiểu Thư - Tập 7', 'Thơ', 'Tác phẩm kinh điển', 'Truyện cổ tích', 'Kaguya-Sama: Cuộc Chiến Tỏ Tình - Tập 1', 'Gửi Em, Người Bất Tử - Tập 2 (Tái Bản 2022)', 'Học Viện Siêu Anh Hùng Vigilantes - My Hero Academia Illegals - Tập 2: Phán Xử', 'Bá Tước Tiểu Thư - Tập 4', 'Đường Về Tỉnh Thức (What is Mindfulness?)', 'Monster #8 - Tập 6', 'Gửi Em, Người Bất Tử - Tập 5 (Tái Bản 2022)', 'Sách Phong Tục - Tập Quán', 'Chăm sóc sức khỏe', 'Cơ Thể Tự Chữa Lành: Thực Phẩm Thay Đổi Cuộc Sống', 'Dragon Ball Full Color - Phần Năm: Truy Lùng Cell Bọ Hung  - Tập 2 [Tặng Ngẫu Nhiên 1 Trong 2 Mẫu Postcard Nhân Vật]', 'Kingdom - Tập 37', 'Vì Sao Phật Giáo Giàu Chân Lý', 'Blue Flag - Tập 6', 'One Piece -Tập 101: “Siêu Sao Thượng Đài”', 'Pokémon - Cuộc Phiêu Lưu Của Pippi B.W (Black.White) - Tập 1', 'Gửi em, người bất tử - Tập 14', 'Dr.Slump Ultimate Edition Tập 12', 'ĐƯỜNG XƯA MÂY TRẮNG', 'Trồng Một Nụ Cười - Cùng Trẻ Thực Hành Chánh Niệm', 'Black Jack - Tập 13 (Bìa Cứng)', 'Tokyo Revengers - Tập 6', 'Blue Period - Tập 07', 'Vua Sáng Chế - Tập 20', 'Migi & Dali - Tập 4', 'Kingdom - Tập 36', 'Tranh Truyện', 'Truyện đam mỹ', 'Muôn Kiếp Nhân Sinh 2', 'Kinh A Di Đà (Tái bản 2022)', 'Tanaka Lúc Nào Cũng Vật Vờ Tập 5 [Tặng Kèm Photo Strip]', 'Combo Spy x Family (7 tập)', 'Sách Học Tiếng Hoa', 'Vivre Card - Thẻ Dữ Liệu Nhân Vật One Piece Starter Set - Tập 2 [Tặng Kèm Obi]', 'Gửi Em, Người Bất Tử - Tập 9 (Tái Bản 2022)', 'Sách Luyện Thi Đại Học - Cao Đẳng', 'Đi Hát Karaoke Đi', 'Truyện cười', 'Sách khởi nghiệp', 'Chitose Trong Chai Ramune – Tập 2', 'Sách tài chính, kế toán', 'Nhân Duyên Tiền Kiếp', 'Sách tài chính, tiền tệ', 'Black Jack 09 (Bìa Mền)', 'Kaguya-Sama: Cuộc Chiến Tỏ Tình - Tập 5', '666 Satan - Tập 2', 'Blue Period - Tập 03', 'Khi Bàn Chân Chạm Vào Đất Mẹ', 'Dr.Slump Ultimate Edition - Tập 13', 'Vua Sáng Chế - Tập 19', 'UNNAMED MEMORY – Hồi ức không tên\n(Tập 1: Nguyệt lam phù thuỷ và hoàng tử bị nguyền rủa)', 'Cơ Thể Tự Chữa Lành: Phục Hồi Tuyến Giáp', 'Truyện ngôn tình', 'Giáo Trình Đại Học - Cao Đẳng', 'Kiếp Nào Ta Cũng Tìm Thấy Nhau: Câu Chuyện Về Những Linh Hồn Tri Kỷ Vĩnh Viễn Không Chia Lìa (Tái Bản)', 'Poco Ở Thế Giới Udon 6 - Một Mùa Thu Sóng Gió', 'Kỳ Án Siêu Nhiên - Tập 02', 'Kéo Giãn Cơ Thể', 'Gửi Em, Người Bất Tử - Tập 6 (Tái Bản 2022)', 'Mỹ Thuật - Kiến Trúc', 'Lớp Học Rùng Rợn Tập 4', 'Sách hướng nghiệp - Kỹ năng mềm', 'Ikigami - Tập 10', 'Nghệ Thuật Thiết Lập Truyền Thông (TBL3)', 'Tanaka Lúc Nào Cũng Vật Vờ - Tập 2', 'Thiên Sứ Nhà Bên – Tập 4', 'Truyện dài', 'Combo Người Bà Tài Giỏi Vùng Saga (Tập 1+2+3+4+5+6+7+8)_Tặng Kèm Khóa và Bookmark', 'Ăn Uống Đúng Cách: Bộ Quy Tắc Ẩm Thực Lành Mạnh', 'Blue Flag - Tập 1', 'Vivre Card - Thẻ Dữ Liệu Nhân Vật One Piece Booster Pack - Kẻ Chi Phối Đáng Sợ! Gia Tộc Donquixote!!', 'Sức Mạnh Của Tĩnh Lặng (Tái Bản 2020)', 'Sách Học Tiếng Nhật', 'Triết Học', 'Ikigami - Tập 08', 'Sách Kiến Thức - Kỹ Năng Cho Trẻ', 'Thám Tử Lừng Danh Conan - Tập 100 - Bản Đặc Biệt, Bìa Áo - Tặng Kèm Set Postcard Gồm 5 Mẫu, Đựng Trong Phong Bao Conan 100 Và Bìa Áo Độc Quyền', 'Tớ Rất Yêu Doraemon', 'Văn Phòng Thám Tử Quái Vật - Tập 15', 'Chú Thuật Hồi Chiến Tập 8', 'Yu-Gi-Oh! GX - Tập 2: Cuộc Gặp Gỡ Định Mệnh!!', 'Blue Period - Tập 05', 'ĐƯỜNG XƯA MÂY TRẮNG BÌA CỨNG', 'Quyền Lực Đích Thực (Tái Bản Lần 11)', 'Kiến thức - Bách khoa', 'Tạp chí Forbes Việt Nam - Số 111 (Tháng 11.2022) - Giải mã nhà phát triển dự án', 'Bí Quyết Bấm Huyệt Chữa Bệnh', 'Vua Sáng Chế Tập 22', 'Dưới Hiên Nhà Bà Già Đọc Boyslove - 5', 'Arya Bàn Bên Thỉnh Thoảng Lại Trêu Ghẹo Tôi Bằng Tiếng Nga – Tập 1', 'Sách Danh Nhân', 'Boxset Manga Đứa Con Của Thời Tiết (3 Cuốn) [Tặng Kèm Postcard]', 'Blue Flag Tập 8 [Tặng Kèm Bookmark PVC]', 'Horimiya - 16', 'Sách - Kinh Địa Tạng Bồ Tát Bổn Nguyện Bìa Da,Bìa Thường', 'Cơ Thể Tự Chữa Lành - Thanh Lọc Để Phục Hồi', 'Sách Nấu ăn', 'Sói Đầu Đàn Và Cún Nhỏ - Tập 2', 'Komi - Nữ Thần Sợ Giao Tiếp - Tập 14', 'Cô Bạn Tôi Thầm Thích Lại Quên Mang Kính Rồi -  Tập 5', 'Gửi Em, Người Bất Tử - Tập 15', 'Harry Potter Và Thế Giới Phép Thuật Nhiệm Màu', 'Sách kỹ năng làm việc', 'Sách tham khảo cấp II', 'Dragon Ball Full Color - Phần Năm: Truy Lùng Cell Bọ Hung - Tập 4', 'Anh Em Phi Hành Gia - Tập 38', 'Cậu Khiến Tôi “Phát Rồ” - There Is No Other', 'Sách Tâm Lý Tuổi Teen', 'Dưới Hiên Nhà Bà Già Đọc Boyslove - 4', 'Tập luyện cổ họng – 5 phút 1 ngày giúp kéo dài 10 năm tuổi thọ', 'Sách giáo dục', 'Lớp Học Rùng Rợn - Tập 3', 'Hoa Trôi Trên Sóng Nước (Tái bản 2020)', 'Sách Làm Cha Mẹ', 'Thị Trấn Vắng Mình Tôi - 5', 'Tình Đầu Nhạt Phai - Tập 1', 'Tạp chí Đẹp T09-10/2022 (số 269)', 'Thiền Tập Cho Người Bận Rộn (Tbl12)', 'Birdmen - Tập 10', 'Tanaka Lúc Nào Cũng Vật Vờ - Tập 4', 'Black Jack - Tập 11', 'Bên Rặng Tuyết Sơn (Tái Bản)', 'Thám Tử Kindaichi (Series Kỷ Niệm 20 Năm) - Boxset 5 Tập', 'Shaman King - Tập 18', 'Sách Chiêm Tinh - Horoscope', 'Light novel', 'Chú Thuật Hồi Chiến - Tập 7', '666 Satan - Tập 1', 'Con Đường Chuyển Hóa - Kinh Bốn Lĩnh Vực Quán Niệm (Tái Bản)', 'Truyện tranh thiếu nhi', 'Dragon Quest - Dấu Ấn Roto (Dragon Quest Saga Emblem Of Roto) Perfect Edition Tập 8 [Tặng Kèm Bookmark PVC]', 'Luật Nhân Quả - Hãy Tự Mình Thay Đổi Số Phận Để Được Hạnh Phúc Viên Mãn', 'Sách quản trị, lãnh đạo', 'Ăn Ít Để Khỏe', 'Đường Xưa Mây Trắng - Theo Gót Chân Bụt - Bìa Mềm (Tái Bản 2020)', 'Lịch Sử Việt Nam', 'Người Bà Tài Giỏi Vùng Saga – Tập 6', 'Black Jack - Tập 13 (Bìa Mềm)', 'Vẽ Vời Vẩn Vơ - 5', 'Nhân Vật Hạ Cấp Tomozaki Tập 4', 'Thần Số Học - Làm Chủ Cuộc Đời', 'Kỳ Án Siêu Nhiên - Tập 03', 'Sách Phong Thủy - Kinh Dịch', 'Anh Em Phi Hành Gia - Tập 33', 'Gửi Em, Người Bất Tử - Tập 7 (Tái Bản 2022)', 'Tri Kỷ Của Bụt (TBL5)', 'Black Jack 10 (Bìa Mềm)', 'Chuyện Tình Thanh Xuân Bi Hài Của Tôi Quả Nhiên Là Sai Lầm - Comic - Tập 1 - Tặng Postcard', 'Combo Thám Tử Lừng Danh Conan Tập 41 - 50 (Bộ 10 cuốn)', 'Ba Phút Sơ Cứu', 'Doraemon Movie Story: Nobita Và Viện Bảo Tàng Bảo Bối', 'Truyện kiếm hiệp', 'Blue Flag - Tập 4', 'Grimgar - Ảo Ảnh Và Tro Tàn Level.14 - [Parano_Mania]']"
manufacturer,"['Nhà Xuất Bản Kim Đồng', 'NXB Trẻ', 'Nhà Xuất Bản Đại Học Quốc Gia Hà Nội', 'Nhà Xuất Bản Tổng hợp TP.HCM', 'Nhà Xuất Bản Thông Tin Và Truyền Thông', 'Nhà Xuất Bản Thanh Niên', 'Nhà Xuất Bản Hồng Đức', 'Nhiều Nhà Xuất Bản', 'Nhà Xuất Bản Mỹ Thuật', 'Nhà Xuất Bản Khoa học & kỹ thuật', 'Nhà Xuất Bản Văn Hóa - Văn Nghệ TP.HCM', 'Forbes Việt Nam', 'Nhà Xuất Bản Dân Trí', 'Nhà Xuất Bản Hà Nội', 'Nhà Xuất Bản Văn Học', 'Nhà Xuất Bản Phụ Nữ', 'NXB Dân Trí', 'Nhà Xuất Bản Thế Giới', 'Nhà Xuất Bản Công Thương', 'Nhà Xuất Bản Hội Nhà Văn', 'Nhà Xuất Bản Đà Nẵng', 'Nhà Xuất Bản Giáo Dục Việt Nam', 'Nhà Xuất Bản Lao Động Xã Hội', 'Nhà Xuất Bản Tri Thức', 'Nhà Xuất Bản Phụ Nữ Việt Nam', 'Nhà Xuất Bản Lao Động', 'Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật', 'Nhà Xuất Bản Văn Hoá Dân Tộc', 'Nhà Xuất Bản Khoa Học Xã Hội', 'NXB Đại học Kinh Tế Quốc Dân', 'Nhà Xuất Bản Đồng Nai', 'ĐHQG Hà Nội', 'Nhà Xuất Bản Thời Đại', 'Nhà Xuất Bản Compass Publishing', 'hong duc', 'Nhà Xuất Bản Tôn Giáo', 'Nhà Xuất Bản Thông Tấn', 'Nhà Xuất Bản Kinh Tế TPHCM', 'Nhà Xuất Bản Tài Chính', 'Nhà Xuất Bản Đại Học Kinh Tế Quốc Dân', 'Nhà Xuất Bản Hồng Đức - Hội Luật Gia Việt Nam']"
